Rang;Réseau;Station;Trafic;Correspondance_1;Correspondance_2;Correspondance_3;Correspondance_4;Correspondance_5;Ville;Arrondissement pour Paris
163;Métro;BOULOGNE-PONT DE SAINT-CLOUD;3145907;10;;;;;Boulogne Billancourt;
248;Métro;SAINT-JACQUES;1954772;6;;;;;Paris;13
18;RER;NEUILLY-PLAISANCE;5924171;A;;;;;Neuilly-sur-Seine;
186;Métro;CRETEIL-POINTE DU LAC;2849288;8;;;;;Créteil;
290;Métro;SAINT-GEORGES;1135274;12;;;;;Paris;9
165;Métro;BILLANCOURT;3099341;9;;;;;Boulogne Billancourt;
250;Métro;JASMIN;1935764;9;;;;;Paris;16
29;RER;LAPLACE;3707718;B;;;;;Arcueil;
188;Métro;VILLEJUIF-LEO LAGRANGE;2830893;7;;;;;Villejuif;
298;Métro;DANUBE;547896;7bis;;;;;Paris;19
172;Métro;JOURDAIN;3029314;11;;;;;Paris;20
252;Métro;MICHEL BIZOT;1906545;8;;;;;Paris;12
34;RER;BUSSY-SAINT-GEORGES;3298143;A;;;;;Bussy-Saint-Georges;
191;Métro;CORENTIN CARIOU;2766678;7;;;;;Paris;19
2;RER;GARE DE LYON-RER;37526415;A;;;;;Paris;12
185;Métro;COMMERCE;2864592;8;;;;;Paris;15
258;Métro;TELEGRAPHE;1823734;11;;;;;Paris;20
35;RER;LA CROIX DE BERNY;3161602;B;;;;;Antony;
196;Métro;ETIENNE MARCEL;2676549;4;;;;;Paris;1
5;RER;NANTERRE-PREFECTURE;26179183;A;;;;;Nanterre;
187;Métro;NOTRE-DAME-DE-LORETTE;2833104;12;;;;;Paris;9
260;Métro;BREGUET-SABIN;1791352;5;;;;;Paris;11
43;RER;GENTILLY;2415990;B;;;;;Gentilly;
206;Métro;LIBERTE;2532442;8;;;;;Charenton;
6;RER;VAL DE FONTENAY;14295323;A;;;;;Fontenay-sous-Bois;
190;Métro;FRONT POPULAIRE;2802852;12;;;;;Saint Denis / Aubervilliers;
268;Métro;SAINT-SEBASTIEN-FROISSART;1685816;8;;;;;Paris;3
46;RER;LE PARC DE SAINT-MAUR;2216669;A;;;;;Saint-Maur des Fossés;
207;Métro;CAMBRONNE;2524418;6;;;;;Paris;15
7;RER;CHARLES DE GAULLE-ETOILE-RER;9385991;A;;;;;Paris;17
192;Métro;PORTE DOREE;2763236;8;;;;;Paris;12
277;Métro;PONT NEUF;1546517;7;;;;;Paris;4
56;RER;SAINT-REMY-LES-CHEVREUSE;899484;B;;;;;St-Rémy-Lès-Chevreuse;
208;Métro;CORVISART;2512122;6;;;;;Paris;13
12;RER;RUEIL-MALMAISON;7275192;A;;;;;Rueil-Malmaison;
201;Métro;PORTE DE CHOISY;2598026;7;;;;;Paris;13
281;Métro;AVENUE EMILE ZOLA;1479759;10;;;;;Paris;15
64;RER;PARC DE SCEAUX;574699;B;;;;;Antony;
214;Métro;RICHARD LENOIR;2422197;5;;;;;Paris;11
17;RER;MARNE-LA-VALLEE-CHESSY;6091127;A;;;;;Montévrain;
211;Métro;CARREFOUR PLEYEL;2473446;13;;;;;Saint Denis;
287;Métro;TEMPLE;1194283;3;;;;;Paris;2
65;RER;COURCELLE-SUR-YVETTE;566162;B;;;;;Gif sur Yvette;
215;Métro;MALESHERBES;2406916;3;;;;;Paris;17
19;RER;NOISY-CHAMPS;5614935;A;;;;;Champs-sur-Marne;
212;Métro;LE PELETIER;2451509;7;;;;;Paris;9
301;Métro;PRE-SAINT-GERVAIS;386948;7bis;;;;;Paris;19
223;Métro;RANELAGH;2314539;9;;;;;Paris;16
28;RER;JOINVILLE-LE-PONT;4017431;A;;;;;Joinville-le-Pont;
213;Métro;VILLEJUIF-PAUL VAILLANT-COUTURIER;2449391;7;;;;;Villejuif;
8;RER;MASSY-PALAISEAU;9141486;B;;;;;Massy;
225;Métro;LES AGNETTES;2309419;13;;;;;Asnières sur Seine;
32;RER;CHAMPIGNY;3588881;A;;;;;Saint-Maur des Fossés;
229;Métro;LOUIS BLANC;2272326;7;7bis;;;;Paris;10
14;RER;ANTONY;6304424;B;;;;;Antony;
236;Métro;EDGAR QUINET;2142333;6;;;;;Paris;14
40;RER;SUCY-BONNEUIL;2602931;A;;;;;Sucy-en-Brie;
230;Métro;CRETEIL-L'ECHAT;2253948;8;;;;;Créteil;
22;RER;VAL D'EUROPE;4656709;A;;;;;Serris;
240;Métro;EXELMANS;2102492;9;;;;;Paris;16
44;RER;CHATOU-CROISSY;2332806;A;;;;;Chatou;
231;Métro;BEL AIR;2247926;6;;;;;Paris;12
25;RER;TORCY;4223220;A;;;;;Torcy;
242;Métro;NOTRE-DAME-DES-CHAMPS;2051828;12;;;;;Paris;6
50;RER;LES BACONNETS;1860108;B;;;;;Antony;
244;Métro;MICHEL-ANGE-AUTEUIL;2042174;9;10;;;;Paris;16
41;RER;BRY-SUR-MARNE;2450013;A;;;;;Bry-sur-Marne;
246;Métro;QUATRE-SEPTEMBRE;1997741;3;;;;;Paris;2
57;RER;LE GUICHET;842064;B;;;;;Orsay;
247;Métro;SEVRES-LECOURBE;1957206;6;;;;;Paris;15
42;RER;ORSAY-VILLE;2434752;B;;;;;Orsay;
254;Métro;RASPAIL;1887146;4;6;;;;Paris;14
255;Métro;TRINITE-D'ESTIENNE D'ORVES;1876512;12;;;;;Paris;9
45;RER;BAGNEUX;2241461;B;;;;;Cachan;
256;Métro;AVRON;1871024;2;;;;;Paris;11
257;Métro;MABILLON;1859872;10;;;;;Paris;6
47;RER;ROBINSON;2158769;B;;;;;Sceaux;
263;Métro;CHATEAU-LANDON;1759434;7;;;;;Paris;10
266;Métro;PONT MARIE;1733641;7;;;;;Paris;4
48;RER;LE VESINET-LE PECQ;2147193;A;;;;;Le Vésinet;
265;Métro;CITE;1740572;4;;;;;Paris;4
275;Métro;MONTGALLET;1596702;8;;;;;Paris;12
49;RER;LA VARENNE-CHENNEVIERES;1985568;A;;;;;saint-Maur des Fossés;
269;Métro;MONCEAU;1672269;2;;;;;Paris;17
280;Métro;SULLY-MORLAND;1502672;7;;;;;Paris;4
51;RER;LOGNES;1680012;A;;;;;Lognes;
279;Métro;CHEMIN VERT;1527533;8;;;;;Paris;11
282;Métro;MIRABEAU;1377611;10;;;;;Paris;16
53;RER;FONTENAY-AUX-ROSES;1211339;B;;;;;Fontenay aux roses;
286;Métro;VARENNE;1241311;13;;;;;Paris;7
284;Métro;PICPUS;1302314;6;;;;;Paris;12
60;RER;FONTAINE-MICHALON;731635;B;;;;;Antony;
291;Métro;ASSEMBLEE NATIONALE;1063551;12;;;;;Paris;7
285;Métro;KLEBER;1253324;6;;;;;Paris;16
62;RER;BURES-SUR-YVETTE;653313;B;;;;;Bures sur Yvette;
296;Métro;CHARDON-LAGACHE;692665;10;;;;;Paris;16
288;Métro;RENNES;1181641;12;;;;;Paris;6
63;RER;MASSY-VERRIERES;607314;B;;;;;Massy;
297;Métro;PORTE D'AUTEUIL;622094;10;;;;;Paris;16
289;Métro;QUAI DE LA RAPEE;1155002;5;;;;;Paris;12
66;RER;LA HACQUINIERE;419294;B;;;;;Bures sur Yvette;
300;Métro;BUTTES-CHAUMONT;545750;7bis;;;;;Paris;19
292;Métro;VANEAU;1028480;10;;;;;Paris;7
3;RER;LA DEFENSE-RER;34129971;A;;;;;Puteaux;
293;Métro;BOTZARIS;993450;7bis;;;;;Paris;19
13;RER;AUBER;6578583;A;;;;;Paris;9
294;Métro;FALGUIERE;881763;12;;;;;Paris;15
20;RER;DENFERT-ROCHEREAU-RER;4898356;B;;;;;Paris;14
299;Métro;BOLIVAR;546780;7bis;;;;;Paris;19
21;RER;SAINT-GERMAIN-EN-LAYE;4826408;A;;;;;Saint-Germain-en-Laye;
1;RER;GARE DU NORD-RER;47417703;B;;;;;Paris;10
23;RER;BOURG-LA-REINE;4446499;B;;;;;Bourg la Reine;
4;RER;CHATELET-LES HALLES-RER;33581162;A;B;;;;Paris;1
24;RER;NANTERRE-VILLE;4228110;A;;;;;Nanterre;
9;RER;VINCENNES;7932117;A;;;;;Vincennes;
27;RER;NATION-RER;4138889;A;;;;;Paris;12
10;RER;NOISY-LE-GRAND-MONT D'EST;7609131;A;;;;;Noisy-le-Grand;
30;RER;ARCUEIL-CACHAN;3634116;B;;;;;Arcueil;
15;RER;LUXEMBOURG;6246164;B;;;;;Paris;5
31;RER;SAINT-MAUR-CRETEIL;3632233;A;;;;;Saint-Maur des Fossés;
26;RER;NANTERRE-UNIVERSITE;4140214;A;;;;;Nanterre;
37;RER;BOISSY-SAINT-LEGER;2837635;A;;;;;Boissy-Saint-Léger;
33;RER;PORT ROYAL;3479339;B;;;;;Paris;5
38;RER;NOGENT-SUR-MARNE;2835775;A;;;;;Nogent-sur-Marne;
36;RER;NOISIEL;3016034;A;;;;;Noisiel;
39;RER;FONTENAY-SOUS-BOIS;2740285;A;;;;;Fontenay-sous-Bois;
59;RER;SCEAUX;732895;B;;;;;sceaux;
52;RER;LE VESINET-CENTRE;1380169;A;;;;;Le Vésinet;
54;RER;PALAISEAU;1046766;B;;;;;Palaiseau;
55;RER;PALAISEAU-VILLEBON;910971;B;;;;;Palaiseau;
58;RER;LOZERE;778724;B;;;;;Palaiseau;
61;RER;GIF-SUR-YVETTE;669555;B;;;;;Gif sur Yvette;
3;Métro;GARE DE LYON;22232810;1;14;A;;;Paris;12
5;Métro;GARE DE L'EST;11715190;4;5;7;;;Paris;10
7;Métro;LA DEFENSE;8616589;1;;;;;Puteaux;
9;Métro;REPUBLIQUE;6988692;3;5;8;9;11;Paris;11
12;Métro;BELLEVILLE;5680933;2;11;;;;Paris;10
30;Métro;REUILLY-DIDEROT;3860750;1;8;;;;Paris;12
34;Métro;CHATEAU DE VINCENNES;3735738;1;;;;;Vincennes;
4;Métro;MONTPARNASSE-BIENVENUE;13783944;4;6;12;13;;Paris;14
35;Métro;PALAIS-ROYAL;3678654;1;7;;;;Paris;1
14;Métro;PLACE D'ITALIE;5031748;5;6;7;;;Paris;13
36;Métro;PONT DE NEUILLY;3678074;1;;;;;Neuilly Sur Seine;
17;Métro;PORTE DE VINCENNES;4840436;1;;;;;Paris;12
42;Métro;SAINT-MANDE-TOURELLE;3487584;1;;;;;Saint Mandé;
19;Métro;CHATEAU ROUGE;4761367;4;;;;;Paris;18
43;Métro;MAIRIE DE MONTROUGE;3456791;4;;;;;Montrouge;
23;Métro;GARE D'AUSTERLITZ;4638836;5;10;;;;Paris;13
47;Métro;MAIRIE DE CLICHY;3316323;13;;;;;Clichy;
24;Métro;ESPLANADE DE LA DEFENSE;4488878;1;;;;;Puteaux;
52;Métro;MARCADET-POISSONNIERS;3169019;4;12;;;;Paris;18
25;Métro;MADELEINE;4297547;8;12;14;;;Paris;8
54;Métro;JAURES;3148221;2;5;7bis;;;Paris;19
32;Métro;PORTE MAILLOT;3784418;1;;;;;Paris;16
55;Métro;PYRAMIDES;3048580;7;14;;;;Paris;1
51;Métro;BERCY;3189247;6;14;;;;Paris;12
61;Métro;COUR SAINT-EMILION;2792734;14;;;;;Paris;12
56;Métro;LES SABLONS;2965575;1;;;;;Neuilly Sur Seine;
66;Métro;INVALIDES;2678838;8;13;;;;Paris;7
67;Métro;CONVENTION;2674415;12;;;;;Paris;15
13;Métro;HOTEL DE VILLE;5673100;1;11;;;;Paris;4
69;Métro;PONT DE SEVRES;2651763;9;;;;;Boulogne Billancourt;
71;Métro;BALARD;2643639;8;;;;;Paris;15
18;Métro;MAIRIE DE MONTREUIL;4764601;9;;;;;Montreuil;
70;Métro;BIR-HAKEIM;2644407;6;;;;;Paris;15
85;Métro;SAINT-MICHEL;2481981;4;;;;;Paris;5
20;Métro;BOBIGNY-PABLO PICASSO;4752569;5;;;;;Bobigny;
72;Métro;SAINT-DENIS-UNIVERSITE;2626602;13;;;;;Saint Denis;
87;Métro;PORTE DE VANVES;2460078;13;;;;;Paris;14
21;Métro;OLYMPIADES;4717069;14;;;;;Paris;13
77;Métro;HOCHE;2616315;5;;;;;Pantin;
90;Métro;SEVRES-BABYLONE;2441636;10;12;;;;Paris;7
27;Métro;AUBERVILLIERS-PANTIN-QUATRE CHEMINS;4131018;7;;;;;Aubervilliers;
80;Métro;PORTE DE SAINT-CLOUD;2576290;9;;;;;Paris;16
92;Métro;PONT DE LEVALLOIS-BECON;2404120;3;;;;;Levallois-Perret;
29;Métro;HAVRE-CAUMARTIN;3899956;3;9;;;;Paris;9
83;Métro;PERE LACHAISE;2503028;2;3;;;;Paris;20
98;Métro;FORT D'AUBERVILLIERS;2328764;7;;;;;Aubervilliers;
38;Métro;TROCADERO;3618422;6;9;;;;Paris;16
91;Métro;ODEON;2412888;4;10;;;;Paris;6
99;Métro;RICHELIEU-DROUOT;2313492;8;9;;;;Paris;9
39;Métro;LA COURNEUVE-8 MAI 1945;3611264;7;;;;;La Courneuve;
94;Métro;COLONEL FABIEN;2378863;2;;;;;Paris;10
108;Métro;CHARLES MICHELS;2198392;10;;;;;Paris;15
48;Métro;PORTE D'ORLEANS;3314496;4;;;;;Paris;14
102;Métro;PORTE DE BAGNOLET;2244934;3;;;;;Paris;20
110;Métro;GLACIERE;2184910;6;;;;;Paris;13
49;Métro;GAMBETTA;3310515;3;3bis;;;;Paris;20
103;Métro;LE KREMLIN-BICETRE;2244686;7;;;;;Kremlin-Bicêtre;
111;Métro;MENILMONTANT;2171543;2;;;;;Paris;11
58;Métro;GEORGE V;2871038;1;;;;;Paris;8
116;Métro;MAIRIE D'ISSY;2083392;12;;;;;Issy Les Moulineaux;
112;Métro;EGLISE DE PANTIN;2139986;5;;;;;Pantin;
59;Métro;MARCEL SEMBAT;2845520;9;;;;;Boulogne Billancourt;
124;Métro;DUROC;1972711;10;13;;;;Paris;7
113;Métro;LA MUETTE;2114924;9;;;;;Paris;16
63;Métro;DAUMESNIL;2723508;6;8;;;;Paris;12
126;Métro;CHEVALERET;1923876;6;;;;;Paris;13
117;Métro;CHATEAU D'EAU;2069680;4;;;;;Paris;10
6;Métro;BIBLIOTHEQUE;10002396;14;;;;;Paris;13
82;Métro;MAIRIE DES LILAS;2563685;11;;;;;Les Lilas;
132;Métro;GONCOURT;1829817;11;;;;;Paris;11
122;Métro;VICTOR HUGO;1991304;2;;;;;Paris;16
11;Métro;CHATELET;6030558;1;4;7;11;14;Paris;1
84;Métro;PIGALLE;2496923;2;12;;;;Paris;18
134;Métro;CHARONNE;1815517;9;;;;;Paris;12
127;Métro;JUSSIEU;1891986;7;10;;;;Paris;5
15;Métro;PORTE DE CLIGNANCOURT;4902116;4;;;;;Paris;18
88;Métro;ANVERS;2450333;2;;;;;Paris;18
144;Métro;SAINT-GERMAIN DES PRES;1712923;4;;;;;Paris;6
129;Métro;ALEXANDRE DUMAS;1849785;2;;;;;Paris;11
16;Métro;NATION;4860619;1;2;6;9;;Paris;12
89;Métro;PORTE DE VERSAILLES;2449859;12;;;;;Paris;15
146;Métro;TERNES;1703632;2;;;;;Paris;17
135;Métro;ECOLE VETERINAIRE DE MAISONS-ALFORT;1808155;8;;;;;Maisons -Alfort;
22;Métro;FRANKLIN D. ROOSEVELT;4691237;1;9;;;;Paris;8
96;Métro;PORTE DE CLICHY;2352078;13;14;;;;Paris;17
151;Métro;JOURDAIN;1683473;11;;;;;Paris;20
1;Métro;SAINT-LAZARE;26904975;3;9;12;13;14;Paris;8
138;Métro;CORENTIN CELTON;1774654;12;;;;;Issy Les Moulineaux;
26;Métro;STRASBOURG-SAINT-DENIS;4275630;4;8;9;;;Paris;2
105;Métro;SAINT-DENIS-PORTE DE PARIS;2236506;13;;;;;Saint Denis;
176;Métro;PARMENTIER;1499805;3;;;;;Paris;11
2;Métro;GARE DU NORD;25381876;4;5;;;;Paris;10
141;Métro;BOUCICAUT;1734347;8;;;;;Paris;15
31;Métro;LA CHAPELLE;3825879;2;;;;;Paris;9
109;Métro;LES COURTILLES;2194218;13;;;;;Asnières sur Seine;
195;Métro;SAINT-MAUR;1331250;3;;;;;Paris;11
8;Métro;LES HALLES;8019633;4;;;;;Paris;1
149;Métro;POISSONNIERE;1686977;7;;;;;Paris;10
33;Métro;CHATILLON-MONTROUGE;3738453;13;;;;;Chatillon;
123;Métro;PORTE DE LA VILLETTE;1981878;7;;;;;Paris;19
199;Métro;LAMARCK-CAULAINCOURT;1283881;12;;;;;Paris;18
10;Métro;BASTILLE;6084635;1;5;8;;;Paris;12
156;Métro;LEDRU-ROLLIN;1636428;8;;;;;Paris;12
40;Métro;BARBES-ROCHECHOUART;3530780;2;4;;;;Paris;18
133;Métro;DENFERT-ROCHEREAU;1818730;4;6;;;;Paris;14
204;Métro;CADET;1240692;7;;;;;Paris;9
28;Métro;VILLEJUIF-LOUIS ARAGON;4029467;7;;;;;Villejuif;
158;Métro;PLACE DES FETES;1620143;7bis;11;;;;Paris;19
41;Métro;OPERA;3519216;3;7;8;;;Paris;9
139;Métro;LOUISE MICHEL;1735982;3;;;;;Levallois-Perret;
212;Métro;SAINT-MARCEL;1211679;5;;;;;Paris;13
37;Métro;PLACE CLICHY;3643247;2;13;;;;Paris;17
166;Métro;FAIDHERBE-CHALIGNY;1570746;8;;;;;Paris;12
45;Métro;SAINT-PAUL;3357660;1;;;;;Paris;4
157;Métro;COURONNES;1623475;2;;;;;Paris;11
213;Métro;CRETEIL-L'ECHAT;1209224;8;;;;;Créteil;
44;Métro;LA MOTTE-PICQUET-GRENELLE;3428458;6;8;10;;;Paris;15
173;Métro;BILLANCOURT;1525990;9;;;;;Boulogne Billancourt;
53;Métro;CHARLES DE GAULLE-ETOILE;3152200;1;2;6;;;Paris;8
163;Métro;MALAKOFF-PLATEAU DE VANVES;1581749;13;;;;;Malakoff;
223;Métro;NOTRE-DAME-DE-LORETTE;1176983;12;;;;;Paris;9
46;Métro;STALINGRAD;3336898;2;5;7;;;Paris;19
174;Métro;FRONT POPULAIRE;1525242;12;;;;;Saint Denis / Aubervilliers;
60;Métro;CROIX DE CHAVAUX;2839164;9;;;;;Montreuil;
165;Métro;PORTE DE CHAMPERRET;1576691;3;;;;;Paris;17
228;Métro;PORTE DE CHARENTON;1146232;8;;;;;Paris;12
50;Métro;CHAUSSEE D'ANTIN-LA FAYETTE;3299036;7;9;;;;Paris;9
175;Métro;VILLEJUIF-LEO LAGRANGE;1500000;7;;;;;Villejuif;
65;Métro;CRIMEE;2688758;7;;;;;Paris;19
168;Métro;SAINT-AUGUSTIN;1563979;9;;;;;Paris;8
236;Métro;EXELMANS;1055609;9;;;;;Paris;16
57;Métro;GALLIENI;2893664;3;;;;;Bagnolet;
178;Métro;TOLBIAC;1496862;7;;;;;Paris;13
68;Métro;GABRIEL PERI;2667469;13;;;;;Asnières;
171;Métro;SAINT-AMBROISE;1544174;9;;;;;Paris;11
240;Métro;EDGAR QUINET;1011168;6;;;;;Paris;14
62;Métro;CRETEIL-PREFECTURE;2778189;8;;;;;Créteil;
179;Métro;PORTE DAUPHINE;1460742;2;;;;;Paris;16
73;Métro;PASTEUR;2625552;6;12;;;;Paris;9
185;Métro;PERNETY;1395770;13;;;;;Paris;14
243;Métro;BREGUET-SABIN;1003059;5;;;;;Paris;11
64;Métro;REAUMUR-SEBASTOPOL;2718817;3;4;;;;Paris;3
181;Métro;ROME;1435310;2;;;;;Paris;17
74;Métro;MIROMESNIL;2618473;9;13;;;;Paris;8
186;Métro;MAISONS-ALFORT-STADE;1393467;8;;;;;Maisons -Alfort;
245;Métro;LA TOUR-MAUBOURG;965136;8;;;;;Paris;7
78;Métro;GRANDS BOULEVARDS;2608284;8;9;;;;Paris;9
182;Métro;PORTE DOREE;1428784;8;;;;;Paris;12
75;Métro;CONCORDE;2617251;1;8;12;;;Paris;8
187;Métro;RAMBUTEAU;1389112;11;;;;;Paris;3
250;Métro;SOLFERINO;923536;12;;;;;Paris;7
81;Métro;VOLTAIRE;2572383;9;;;;;Paris;11
192;Métro;NATIONALE;1360198;6;;;;;Paris;13
76;Métro;BASILIQUE DE SAINT-DENIS;2616421;13;;;;;Saint Denis;
188;Métro;RUE DES BOULETS;1383972;9;;;;;Paris;11
255;Métro;MAISONS-ALFORT-LES JUILLIOTTES;905627;8;;;;;Maisons -Alfort;
93;Métro;PORTE DE MONTREUIL;2383093;9;;;;;Paris;20
198;Métro;MARAICHERS;1316167;9;;;;;Paris;20
79;Métro;PLAISANCE;2590236;13;;;;;Paris;14
190;Métro;PASSY;1380218;6;;;;;Paris;16
265;Métro;SAINT-SEBASTIEN-FROISSART;816381;8;;;;;Paris;3
100;Métro;ROBESPIERRE;2281953;9;;;;;Montreuil;
203;Métro;ETIENNE MARCEL;1254829;4;;;;;Paris;1
86;Métro;OBERKAMPF;2462989;5;9;;;;Paris;11
193;Métro;SAINT-PHILIPPE-DU-ROULE;1353374;9;;;;;Paris;8
266;Métro;SAINT-FRANCOIS-XAVIER;812792;13;;;;;Paris;7
101;Métro;BONNE NOUVELLE;2254643;8;9;;;;Paris;10
205;Métro;TUILERIES;1239066;1;;;;;Paris;1
95;Métro;MAIRIE DE SAINT-OUEN;2373142;13;14;;;;Saint Ouen;
197;Métro;LOUVRE;1328080;1;;;;;Paris;1
272;Métro;EUROPE;769896;3;;;;;Paris;8
104;Métro;VILLIERS;2244643;2;3;;;;Paris;17
207;Métro;WAGRAM;1231276;3;;;;;Paris;17
97;Métro;PORTE DE PANTIN;2336476;5;;;;;Paris;19
200;Métro;LES AGNETTES;1283180;13;;;;;Asnières sur Seine;
273;Métro;SULLY-MORLAND;767233;7;;;;;Paris;4
106;Métro;PEREIRE;2221107;3;;;;;Paris;17
209;Métro;LOUIS BLANC;1226441;7;7bis;;;;Paris;10
115;Métro;LAUMIERE;2107812;5;;;;;Paris;19
201;Métro;PORTE DE LA CHAPELLE;1276901;12;;;;;Paris;18
285;Métro;PICPUS;595063;6;;;;;Paris;12
107;Métro;ALESIA;2204961;4;;;;;Paris;14
210;Métro;RIQUET;1226397;7;;;;;Paris;19
118;Métro;OURCQ;2064168;5;;;;;Paris;19
202;Métro;PLACE MONGE;1269871;7;;;;;Paris;6
295;Métro;SAINT-FARGEAU;339164;3bis;;;;;Paris;8
114;Métro;BERAULT;2112213;1;;;;;Vincennes;
214;Métro;GAITE;1205958;13;;;;;Paris;14
119;Métro;PORTE DE SAINT-OUEN;2060676;13;;;;;Paris;17
208;Métro;BROCHANT;1227003;13;;;;;Paris;17
10;RER;CHARLES DE GAULLE-ETOILE-RER;4070214;A;;;;;Paris;17
121;Métro;BOULOGNE-JEAN JAURES;2016202;10;;;;;Boulogne Billancourt;
219;Métro;LIBERTE;1195690;8;;;;;Charenton;
120;Métro;PORTE DES LILAS;2021179;3bis;11;;;;Paris;20
215;Métro;CARREFOUR PLEYEL;1205747;13;;;;;Saint Denis;
11;RER;AUBER;3956779;A;;;;;Paris;9
128;Métro;ECOLE MILITAIRE;1863016;8;;;;;Paris;7
222;Métro;MICHEL-ANGE-MOLITOR;1180095;9;10;;;;Paris;16
125;Métro;CRETEIL-UNIVERSITE;1935234;8;;;;;Créteil;
226;Métro;CORVISART;1157408;6;;;;;Paris;13
14;RER;RUEIL-MALMAISON;3408182;A;;;;;Rueil-Malmaison;
140;Métro;CHAMPS-ELYSEES-CLEMENCEAU;1735350;1;13;;;;Paris;8
224;Métro;BEL AIR;1168869;6;;;;;Paris;12
130;Métro;ARTS ET METIERS;1844332;3;11;;;;Paris;3
233;Métro;IENA;1093805;9;;;;;Paris;16
20;RER;SAINT-GERMAIN-EN-LAYE;2644464;A;;;;;Saint-Germain-en-Laye;
143;Métro;BOBIGNY-PANTIN-RAYMOND QUENEAU;1726493;5;;;;;Pantin;
235;Métro;PORTE D'IVRY;1055770;7;;;;;Paris;13
131;Métro;DUPLEIX;1839499;6;;;;;Paris;15
241;Métro;VAVIN;1009201;4;;;;;Paris;14
22;RER;TORCY;2448031;A;;;;;Torcy;
148;Métro;GARIBALDI;1697555;13;;;;;Saint Ouen;
237;Métro;MALAKOFF-RUE ETIENNE DOLET;1054998;13;;;;;Malakoff;
136;Métro;JULES JOFFRIN;1806947;12;;;;;Paris;18
247;Métro;QUATRE-SEPTEMBRE;938821;3;;;;;Paris;2
24;RER;DENFERT-ROCHEREAU-RER;2351759;B;;;;;Paris;14
150;Métro;CRETEIL-POINTE DU LAC;1684557;8;;;;;Créteil;
242;Métro;CHATEAU-LANDON;1009087;7;;;;;Paris;10
137;Métro;MAIRIE D'IVRY;1800848;7;;;;;Ivry;
251;Métro;SEVRES-LECOURBE;923347;6;;;;;Paris;15
27;RER;CHAMPIGNY;2209619;A;;;;;Saint-Maur des Fossés;
153;Métro;SAINT-PLACIDE;1673383;4;;;;;Paris;6
244;Métro;NOTRE-DAME-DES-CHAMPS;996587;12;;;;;Paris;6
142;Métro;LES GOBELINS;1733427;7;;;;;Paris;13
260;Métro;ABBESSES;854658;12;;;;;Paris;18
29;RER;SAINT-MAUR-CRETEIL;2151064;A;;;;;Saint-Maur des Fossés;
155;Métro;CHARENTON-ECOLES;1654160;8;;;;;Charenton;
248;Métro;PHILIPPE AUGUSTE;925913;2;;;;;Paris;11
145;Métro;VAUGIRARD;1709593;12;;;;;Paris;15
264;Métro;AVENUE EMILE ZOLA;823178;10;;;;;Paris;15
40;RER;SUCY-BONNEUIL;1546784;A;;;;;Sucy-en-Brie;
160;Métro;ARGENTINE;1603575;1;;;;;Paris;17
252;Métro;RUE DU BAC;916367;12;;;;;Paris;7
147;Métro;RUE DE LA POMPE;1700312;9;;;;;Paris;16
267;Métro;MONTGALLET;804190;8;;;;;Paris;12
45;RER;LE PARC DE SAINT-MAUR;1240624;A;;;;;Saint-Maur des Fossés;
164;Métro;SIMPLON;1576778;4;;;;;Paris;18
254;Métro;MICHEL BIZOT;910938;8;;;;;Paris;12
152;Métro;BLANCHE;1680852;2;;;;;Paris;9
269;Métro;FILLES DU CALVAIRE;784137;8;;;;;Paris;3
47;RER;LA VARENNE-CHENNEVIERES;1209310;A;;;;;saint-Maur des Fossés;
167;Métro;CAMBRONNE;1567953;6;;;;;Paris;15
261;Métro;FUNICULAIRE;843984;2;;;;;Paris;18
154;Métro;ANATOLE FRANCE;1668656;3;;;;;Levallois-Perret;
274;Métro;TRINITE-D'ESTIENNE D'ORVES;757661;12;;;;;Paris;9
56;RER;PALAISEAU-VILLEBON;444921;B;;;;;Palaiseau;
169;Métro;CENSIER-DAUBENTON;1557698;7;;;;;Paris;6
268;Métro;SEGUR;804110;10;;;;;Paris;15
159;Métro;COMMERCE;1616379;8;;;;;Paris;15
281;Métro;CHEMIN VERT;685924;8;;;;;Paris;11
60;RER;SCEAUX;358354;B;;;;;sceaux;
170;Métro;ALMA-MARCEAU;1547789;9;;;;;Paris;8
271;Métro;FELIX FAURE;776924;8;;;;;Paris;15
161;Métro;SENTIER;1601006;3;;;;;Paris;3
284;Métro;PONT NEUF;605030;7;;;;;Paris;4
65;RER;COURCELLE-SUR-YVETTE;280118;B;;;;;Gif sur Yvette;
184;Métro;QUAI DE LA GARE;1410543;6;;;;;Paris;13
278;Métro;MIRABEAU;724167;10;;;;;Paris;16
162;Métro;BOULOGNE-PONT DE SAINT-CLOUD;1588193;10;;;;;Boulogne Billancourt;
290;Métro;KLEBER;513955;6;;;;;Paris;16
189;Métro;VILLEJUIF-PAUL VAILLANT-COUTURIER;1382850;7;;;;;Villejuif;
279;Métro;PONT MARIE;721712;7;;;;;Paris;4
172;Métro;MARX DORMOY;1544166;12;;;;;Paris;18
294;Métro;ASSEMBLEE NATIONALE;395997;12;;;;;Paris;7
191;Métro;PYRENEES;1364625;11;;;;;Paris;20
283;Métro;PORTE DE CHOISY;647656;7;;;;;Paris;13
177;Métro;LA FOURCHE;1499508;13;;;;;Paris;8
297;Métro;BOLIVAR;278933;7bis;;;;;Paris;19
